"gene","logFC","AveExpr","t","P.Value","adj.P.Val","B","DEG"
"SLC35F1",4.15371935625682,2.64880380357369,12.5279534932307,2.86448908587961e-08,5.68438942655448e-07,9.57927878487634,"Up"
"SLC25A29",-2.32430107456536,3.2595867716355,-12.4935094616217,2.95457709411248e-08,5.7893639210997e-07,9.53840221685679,"Down"
"KLHL42",2.08109545608475,2.91185392427622,12.493999038067,2.95327543866958e-08,5.7893639210997e-07,9.53768676262663,"Up"
"NR5A2",-2.95113239887039,5.55672337975069,-12.4937129757462,2.95403592836622e-08,5.7893639210997e-07,9.3977165405603,"Down"
"BTK",1.52960842808391,1.62130810387346,12.4855582547351,2.97580401346618e-08,5.80730513044638e-07,9.54648363970643,"Up"
"FAM149A",-1.91174663176089,4.8108871203639,-12.4833811727319,2.98164465932117e-08,5.80730513044638e-07,9.39032804761062,"Down"
"SH3D19",-1.83449249674934,6.66038096248251,-12.4632079600625,3.03635615340011e-08,5.83516821112892e-07,9.35194079656526,"Down"
"RGS14",2.62327873833442,2.31412895769621,12.4509957973237,3.07000131830329e-08,5.85736759460405e-07,9.51412467166913,"Up"
"PCDH19",2.39453513141468,1.97498852249274,12.4418617374365,3.09542858024977e-08,5.87921807544505e-07,9.50453518857793,"Up"
"EIF2AK3",-2.11854865860697,5.70900005575336,-12.4442370123769,3.08879457384218e-08,5.87921807544505e-07,9.31914691548062,"Down"
"LMO7",-2.70266715246576,6.28205194549751,-12.4134276132029,3.17604598246246e-08,5.99176029068143e-07,9.30514647965127,"Down"
"COL5A2",-1.5894177918488,4.71677582466356,-12.3971403388318,3.22324059807487e-08,6.05364874825936e-07,9.31027110720023,"Down"
"COL14A1",-2.07222387960777,4.69586347184296,-12.3697429023237,3.3043409435528e-08,6.12160397979947e-07,9.3003512429776,"Down"
"TSPAN18",-1.93801933635086,4.74171589331515,-12.3596200673366,3.33485972470123e-08,6.12653050734413e-07,9.28730864985763,"Down"
"CFI",-1.82188624197654,4.56111053362799,-12.3551899588073,3.34831119361516e-08,6.13784104206491e-07,9.30116466240709,"Down"
"CNKSR1",-2.14211057238876,3.67060978395707,-12.3459411099422,3.37658288831961e-08,6.16281310679419e-07,9.33178016821832,"Down"
"CKB",1.92518009322432,1.94726284920505,12.3396960897896,3.39581788721055e-08,6.16399995181657e-07,9.39927807647419,"Up"
"COLEC12",2.87223600331849,2.8353066319018,12.3385984634298,3.39921081250641e-08,6.16399995181657e-07,9.39785260192193,"Up"
"NRAP",-2.34036064831952,1.8541209167075,-12.3165032585944,3.46829263139722e-08,6.21197146548661e-07,9.38882366559974,"Down"
"NKD1",-2.52090073572763,4.93201682296172,-12.3154378497502,3.47166167740496e-08,6.21197146548661e-07,9.23104358049229,"Down"
"ELAVL4",2.97051691553587,2.89566023615801,12.2851222856958,3.56901818285363e-08,6.31511499448091e-07,9.3064565387687,"Up"
"PLA2G7",1.7882857567214,4.56199367697151,12.2842452585921,3.57187810181165e-08,6.31511499448091e-07,9.20372352718673,"Up"
"N4BP3",1.6931911428609,4.91506525977538,12.26982841606,3.61924578092826e-08,6.34467311109099e-07,9.18808044595545,"Up"
"SPHKAP",-2.26323308504743,3.24233211941426,-12.2537292201878,3.67294174997518e-08,6.38613220242515e-07,9.2565400301635,"Down"
"SH3PXD2B",-1.76356429805864,4.91156003197259,-12.2535613813439,3.67350604465625e-08,6.38613220242515e-07,9.16789606928328,"Down"
"CAPN5",-2.77640853845007,3.5819023414865,-12.2464635779265,3.6974553953389e-08,6.40008519372195e-07,9.27707088460936,"Down"
"DAAM1",-2.04659150420715,6.53304852711867,-12.2004359195963,3.85690087955609e-08,6.60936130358146e-07,9.11582142875508,"Down"
"CDHR2",-1.81001732692128,4.43921729164175,-12.1951968991982,3.87551360778374e-08,6.62775843412447e-07,9.12763573808045,"Down"
"CTSO",-2.69207823701722,5.14548981026031,-12.1929379260356,3.88356891187643e-08,6.62806264189215e-07,9.11238306417385,"Down"
"TIMP4",-2.26538416708764,3.38428256398753,-12.1663260996133,3.97983366311921e-08,6.76491322050203e-07,9.14080054420379,"Down"
"FRZB",1.7772189807619,3.06985155307712,12.1594712659817,4.00504416289259e-08,6.78156658227424e-07,9.18551226334872,"Up"
"CRLF1",2.4840658428811,3.19825746626422,12.1592798409981,4.00575064343986e-08,6.78156658227424e-07,9.18236461437227,"Up"
"DOCK9",-2.19803875225758,6.17520251903392,-12.153973625471,4.02538748367492e-08,6.80112656378329e-07,9.07793758002167,"Down"
"MAFB",-1.52731842957581,4.34170926935102,-12.1460875000206,4.05476361341436e-08,6.83703026919206e-07,9.12990903170169,"Down"
"NPTX1",2.37314152536052,1.92136337943037,12.1104976100532,4.19023914866381e-08,6.97589716511118e-07,9.20153295321636,"Up"
"KBTBD8",-1.6240054261944,5.93174462326865,-12.1121549745139,4.18382322550246e-08,6.97589716511118e-07,9.00753759435244,"Down"
"GLUL",-1.79635238647654,6.38941996446105,-12.1088567320182,4.19660168800779e-08,6.97589716511118e-07,8.96729061626484,"Down"
"G2E3",-1.77784114763436,6.3222009858843,-12.089363562597,4.27298787372646e-08,7.06344203723663e-07,9.00491918666676,"Down"
"KLF15",-3.81909926170546,5.06542583938054,-12.0828481660005,4.29885192728469e-08,7.09226276787713e-07,9.02878859575369,"Down"
"LRRN4",3.20460408573323,2.9196573264192,12.0670875565532,4.36211622624392e-08,7.18255301910301e-07,9.08284508195751,"Up"
"DLK2",4.80011807256295,2.28491756581137,12.0384996107949,4.47944345036102e-08,7.30427077351504e-07,9.14223892198653,"Up"
"TCF7L2",-1.87913495423095,4.46037359050386,-12.0312876107578,4.50957577563791e-08,7.32501362475239e-07,8.97278706851566,"Down"
"SNTB2",1.59612841158303,5.09612246367232,12.0172267271379,4.56895268172464e-08,7.37872703724206e-07,8.9357138373502,"Up"
"ZSWIM3",1.74913938090594,3.49644238253444,11.9874110623022,4.69766307007076e-08,7.54315592968996e-07,8.9596885350128,"Up"
"CNGA3",2.70064857772414,1.87491451460435,11.9756794045149,4.74937266462514e-08,7.57138998527857e-07,9.08362447619611,"Up"
"MBL2",-3.58518050157569,4.42809245785987,-11.9807177690476,4.72709039054107e-08,7.57138998527857e-07,8.98605637266595,"Down"
"PRKAR2B",1.62296370113231,3.79206954989725,11.9625448026332,4.80799410989885e-08,7.57138998527857e-07,8.93370713197229,"Up"
"ACSL1",-1.85848229037728,7.03118914992109,-11.9667434837032,4.78917058594895e-08,7.57138998527857e-07,8.87374270614498,"Down"
"CASZ1",-1.58634686398584,4.91992429204728,-11.9527499159957,4.85221690744011e-08,7.60872591178908e-07,8.87429396057596,"Down"
"ODF2L",-2.04592101769387,1.78177993303905,-11.9356473102405,4.93048659024154e-08,7.65980561380895e-07,9.02287574771172,"Down"
"DPP4",-1.63642488794725,2.56112491725607,-11.9057437713942,5.07062467874229e-08,7.81396264595927e-07,9.00213800611845,"Down"
"LRIG3",2.48735644159985,3.08217274995788,11.8844069975264,5.17323489799193e-08,7.94299241454454e-07,8.94762725170718,"Up"
"ARHGEF3",-1.52044758906717,4.5441339147181,-11.8726490198945,5.23073341941312e-08,7.99747140760647e-07,8.82167485241591,"Down"
"PLA2R1",-2.84961387775547,3.81813932085643,-11.8664390678381,5.26137845352005e-08,8.01978954853581e-07,8.90489186933458,"Down"
"FOXL2",2.23468994264102,4.19092502693645,11.8512604211986,5.33709900188526e-08,8.0621815084134e-07,8.84449505565942,"Up"
"LRR1",1.51385178911824,5.83958469377815,11.8175706774406,5.50938892210913e-08,8.26310131740218e-07,8.73436946433154,"Up"
"PCMTD1",-2.06761801162096,4.43358194045405,-11.8087707529181,5.5553715391449e-08,8.30246822919453e-07,8.80395159230249,"Down"
"HOXB5",-3.04771503912094,2.70780813959508,-11.8013692333794,5.59436691599922e-08,8.33115101437477e-07,8.9166885086373,"Down"
"HAO1",-1.90505155962253,4.21080186558607,-11.786172989007,5.67535591000016e-08,8.42194790595085e-07,8.80691812053581,"Down"
"ESYT3",1.57363032721532,3.19056353855734,11.78027176614,5.70714615384274e-08,8.45421263000577e-07,8.80771857222548,"Up"
"KLHL10",1.95576722641946,2.77439503407641,11.7717295438024,5.7535036429517e-08,8.4781050178276e-07,8.80805413133907,"Up"
"SERTAD4",1.74740540038428,3.38144573641762,11.7750482219181,5.73544565633801e-08,8.4781050178276e-07,8.78470287504786,"Up"
"DAO",-1.89619850373232,4.02216155046925,-11.7639147246225,5.79626875680125e-08,8.51130982892247e-07,8.77221920635279,"Down"
"ANK3",-2.92730934549487,4.65797748830505,-11.7528504169249,5.85740224472417e-08,8.57116217167117e-07,8.71582764306921,"Down"
"TRPA1",-2.21270833804718,2.7885443094984,-11.7395584711013,5.93176325866371e-08,8.62000968193376e-07,8.80180309339016,"Down"
"FGFR3",-3.01296875469556,6.21460424198058,-11.7399096352967,5.92978567539547e-08,8.62000968193376e-07,8.64108109498832,"Down"
"RRH",1.92473198939445,1.79875066243344,11.7297463646197,5.98730823247665e-08,8.66198517434297e-07,8.83092153067178,"Up"
"RHPN1",-1.96701417934332,5.6478505576163,-11.7258385603082,6.00958542688462e-08,8.67318212380913e-07,8.6200662601759,"Down"
"F10",-1.56850038032602,4.72749369672287,-11.7215690654649,6.03402653565164e-08,8.67868363606375e-07,8.69124689464968,"Down"
"SGK1",-3.09555434953994,5.31086617313646,-11.7096418069134,6.10287391131028e-08,8.76272714842402e-07,8.64314212692213,"Down"
"NKX3-2",2.94106502571323,1.86988830422203,11.6836044768199,6.25612379845227e-08,8.92677314748271e-07,8.78429841001954,"Up"
"SEMA5B",-2.55776857632736,3.98225338812034,-11.6815292664245,6.26851501065295e-08,8.92677314748271e-07,8.69124341804439,"Down"
"KIAA1217",-4.12873139485591,5.32449521030986,-11.6782854588943,6.28793693720357e-08,8.92677314748271e-07,8.62350674263784,"Down"
"RND1",1.9215450942133,4.84685161404053,11.6777096808379,6.29139110584412e-08,8.92677314748271e-07,8.60327436277754,"Up"
"PDE8A",-1.60580998849225,6.31127751070943,-11.6675747131349,6.35252766480848e-08,8.99834474271019e-07,8.54916456635177,"Down"
"SEMA7A",-1.8607550921514,3.83665069091731,-11.6394564159679,6.52551659067001e-08,9.19244631508243e-07,8.68366157031965,"Down"
"TENM2",-2.08891000627289,5.41107036709458,-11.5587755220513,7.05064065025048e-08,9.7093437694284e-07,8.5000958079,"Down"
"FAM102A",-1.58581230661265,4.63168984374133,-11.5529752088219,7.09010703713344e-08,9.72693673958083e-07,8.49659747526406,"Down"
"PROX1",-3.73297960737358,5.4743251399648,-11.5545067387688,7.0796631819902e-08,9.72693673958083e-07,8.49083726504943,"Down"
"WNT7B",-2.38945211911037,3.45481807793077,-11.5442536447388,7.14989831563752e-08,9.75028272735399e-07,8.54188958772649,"Down"
"TIAM1",1.54199693396888,4.08688492662286,11.5407251722672,7.17424197277457e-08,9.7518694602464e-07,8.48369363406229,"Up"
"ENDOD1",2.34988724695307,2.78410174713776,11.5342875595266,7.21888651466512e-08,9.79672760232134e-07,8.62553846252164,"Up"
"TNFRSF19",-2.0598398042309,6.00303349035441,-11.5308217058461,7.24304577686174e-08,9.81368553406034e-07,8.4101470067079,"Down"
"ZHX3",-1.82478943676895,4.49901444920969,-11.5285183487694,7.25914979777424e-08,9.8196923470213e-07,8.47180119587504,"Down"
"LPL",-1.51813726101863,4.62169342785729,-11.5206570397622,7.31440329514588e-08,9.86272264829447e-07,8.46582619146861,"Down"
"RIPK2",2.46234408659576,2.4344419272496,11.5105930153911,7.38580014472604e-08,9.92717610506787e-07,8.59725355943131,"Up"
"GPR146",-4.07186066304404,4.8139023012037,-11.4992544492057,7.46713846035408e-08,9.98863322820656e-07,8.47568469222394,"Down"
"CSPG5",2.25176170807769,2.51366603165422,11.4856765443493,7.5658112985772e-08,1.00751356325129e-06,8.62406274114881,"Up"
"KIAA0232",-1.50828569962003,5.46340828032197,-11.4677886525014,7.69795295939849e-08,1.02000907402171e-06,8.39082732425104,"Down"
"FAM131B",3.32455471989677,2.26721665659887,11.4541709512085,7.80021432898914e-08,1.02622674466401e-06,8.58557826449239,"Up"
"HOXA10",-1.9330416224839,5.1702648378158,-11.447384519464,7.85172157820048e-08,1.03051462894866e-06,8.40152570605424,"Down"
"EOGT",1.53808532287039,4.92854844953751,11.4459086867814,7.86297114077775e-08,1.03051462894866e-06,8.37194579989351,"Up"
"ST8SIA5",-3.3597834363339,6.34122558175468,-11.4433032274986,7.88287366194827e-08,1.03081441165033e-06,8.3753079441301,"Down"
"LRRC20",1.728299284074,3.57231195073694,11.4353252488703,7.94415351124264e-08,1.03089299720309e-06,8.42980402632064,"Up"
"GPR139",1.70876411270184,2.39381345999529,11.4189042274214,8.07190482862885e-08,1.04007668036881e-06,8.50466956519427,"Up"
"WIPF3",-2.02724044234626,4.24561470859069,-11.4008995122897,8.2145220829086e-08,1.05041016421874e-06,8.35951696605455,"Down"
"EPM2A",1.54835798592577,3.42893558547921,11.3917949650653,8.28767026325293e-08,1.05626576915424e-06,8.38284874739628,"Up"
"FRRS1",-1.54917231071021,6.08590142879703,-11.380973454902,8.3755257146794e-08,1.06452678796545e-06,8.2667668902819,"Down"
"DYNC1I1",-2.26180886389781,5.86119392490119,-11.3792053915824,8.38997489366182e-08,1.06475488318658e-06,8.29251722283708,"Down"
"C3orf70",1.54000088424045,5.16663628422267,11.3661086725574,8.49784427981901e-08,1.07520092887815e-06,8.2852520085642,"Up"
"TBL1XR1",-2.11790294865825,6.90314563208163,-11.3615047540367,8.53611753331633e-08,1.07817898009996e-06,8.27366798133539,"Down"
"RUBCNL",1.80949318726914,2.8283414350802,11.3550483857361,8.5901032974542e-08,1.08037562249297e-06,8.44130225433173,"Up"
"SCN8A",-3.06115786644402,1.78590473693806,-11.3479861171188,8.649576351943e-08,1.08496841855572e-06,8.47907615066785,"Down"
"AGXT2",-1.78408235426224,5.42934777805844,-11.346127095106,8.66530517315719e-08,1.08496841855572e-06,8.25699455040775,"Down"
"SUSD4",3.0874719047008,2.17069066581267,11.3214634947273,8.87691693569948e-08,1.10127219143834e-06,8.45616920973653,"Up"
"BCL2L1",-1.96396705262992,5.78879101227965,-11.3202882424674,8.88713831693166e-08,1.10127219143834e-06,8.23645978011457,"Down"
"PXDC1",-1.72595449531966,6.31444922210611,-11.3204930152822,8.88535646022311e-08,1.10127219143834e-06,8.21978787535121,"Down"
"CLMP",1.67633726267564,1.55835165225061,11.2910748681875,9.14532521736858e-08,1.12993783228986e-06,8.43997923904827,"Up"
"MOCOS",-1.78231159381281,3.70581405401898,-11.287201872866,9.18015600904106e-08,1.13257819149665e-06,8.26690085237923,"Down"
"TMEM268",-2.45061663250496,4.15760131488683,-11.2715847543385,9.32205941028732e-08,1.14672233739996e-06,8.28505380197135,"Down"
"TMEM9",1.87972335597981,2.96459381212414,11.2685880954193,9.34955713045456e-08,1.14842589336708e-06,8.36629776591694,"Up"
"DACT1",3.1279637569392,1.37639795467482,11.2573888130982,9.45309817549003e-08,1.1573402460955e-06,8.40741494297997,"Up"
"SCARF2",2.19825017484434,3.95320263997777,11.2495187400337,9.52659730124478e-08,1.16337866027102e-06,8.24973944815247,"Up"
"TOM1",-1.88432674970859,5.10580063486212,-11.2453051997557,9.56620031068449e-08,1.16652187556666e-06,8.1653875634939,"Down"
"SLC24A4",1.74524963197605,3.52410367647166,11.243738721764,9.58096874779122e-08,1.16663199774118e-06,8.19090363243803,"Up"
"IGSF3",-1.51808346593323,6.99358422841976,-11.2169584324762,9.83727873847216e-08,1.18923654174576e-06,8.09268412848406,"Down"
"GAS2",-2.11308233129367,5.76237301023712,-11.1929964911681,1.00728733537571e-07,1.2090321882812e-06,8.09956437252121,"Down"
"SLC1A2",1.72361553867041,2.36320183531096,11.1680581361304,1.03245277553601e-07,1.23046142398867e-06,8.24290000738082,"Up"
"TMPRSS9",1.8382748835757,2.02940553992472,11.1396961239138,1.06189762929658e-07,1.24787802414824e-06,8.24773397049757,"Up"
"FJX1",2.27945800759782,4.1413423316507,11.139750788359,1.0618400165398e-07,1.24787802414824e-06,8.18577025183147,"Up"
"APELA",-1.86751891599058,4.64350514847262,-11.1470822243471,1.05414354158557e-07,1.24787802414824e-06,8.0994396466622,"Down"
"TRIM25",-2.59849024866321,4.74508424977448,-11.1439965478617,1.05737551874033e-07,1.24787802414824e-06,8.09639396915031,"Down"
"ST6GAL1",-1.92549948869507,6.35640465589175,-11.1431991433442,1.05821246250535e-07,1.24787802414824e-06,8.03124266734246,"Down"
"MERTK",1.98191034524269,4.20201331650286,11.1073249879852,1.09661258226324e-07,1.27796374891453e-06,8.03640919014503,"Up"
"CCNE1",3.55742086299191,2.46421426464206,11.0754378236029,1.13200469941267e-07,1.29764135434035e-06,8.2217496983727,"Up"
"TSPAN12",-1.97412566606837,6.53262093920141,-11.0685030879728,1.1398631667019e-07,1.30487192988161e-06,7.94176747148128,"Down"
"MDGA1",-3.69575373785314,3.91205538145623,-11.0643742393721,1.14456984481015e-07,1.30847971117291e-06,8.11616010774133,"Down"
"NINJ1",1.96099902037982,3.43360023239982,11.0454328789159,1.16643155302691e-07,1.32447437073798e-06,8.03623492236701,"Up"
"PTCH2",2.25282297622185,3.00580090971721,10.9976531664561,1.22359841473899e-07,1.36543197103632e-06,8.01816511162467,"Up"
"PDLIM5",-1.74734171980841,6.35369870937992,-10.9740519110238,1.25294200587057e-07,1.39079868567216e-06,7.87010964935368,"Down"
"SATB2",3.3755197175422,1.6499702281774,10.9699547444117,1.25811268977882e-07,1.39469830985494e-06,8.11533481285193,"Up"
"APC2",2.33135111750087,2.01848890915639,10.9672977852101,1.26147807396494e-07,1.39658901504487e-06,8.02604042036769,"Up"
"PDE1A",-2.08899881289913,3.79562154351665,-10.9557945860488,1.27616046604823e-07,1.40448806235883e-06,8.02647457769826,"Down"
"CACNG5",4.96188057350689,1.54192270594208,10.9493024345561,1.28452792537799e-07,1.40912880888272e-06,8.10007763504643,"Up"
"NXNL2",2.60760436357588,1.99585810076768,10.9289930107746,1.31108709526679e-07,1.4289490698931e-06,8.08262204591997,"Up"
"LIPG",-2.1207347605515,4.7095233490163,-10.8939070309856,1.35837148501937e-07,1.46906653919704e-06,7.81706608438083,"Down"
"TMEM86A",-2.75291738589118,4.28526552591172,-10.8915502785042,1.36161268098578e-07,1.47068152731891e-06,7.87989471137736,"Down"
"AHI1",-1.53955721551824,3.39734709596429,-10.883586796265,1.37262637545522e-07,1.47815497921754e-06,7.8710432063464,"Down"
"JAM2",2.87365780624761,3.01219354693081,10.8703980137943,1.39107805073082e-07,1.49275249974722e-06,7.94144442745772,"Up"
"DMRTA2",3.13336211195185,4.01205933017999,10.8586980387056,1.40767016773057e-07,1.50401517432635e-06,7.87647139196461,"Up"
"SYNDIG1L",3.19811820863061,1.77222904729794,10.8365464920537,1.43966975312616e-07,1.5198721835387e-06,7.99337589791139,"Up"
"RASL11B",4.64943509727119,2.12644002891101,10.8139666433695,1.47309455363538e-07,1.54575668303246e-06,7.96456465505122,"Up"
"RBKS",-1.55706396326742,3.48022835959043,-10.8035421711417,1.48880650995494e-07,1.55419577850631e-06,7.85141428977836,"Down"
"THRB",-2.06944928383913,4.87797526834232,-10.7974176456408,1.49812146145925e-07,1.55857345030984e-06,7.70788467185236,"Down"
"CDK19",-2.05503351331298,5.10477624829662,-10.7972771364574,1.49833589948358e-07,1.55857345030984e-06,7.69329883352979,"Down"
"NFE2L2",-1.55812977354262,7.20564207596145,-10.7939090048503,1.50348606160309e-07,1.5617693484356e-06,7.61334139689797,"Down"
"RBPJ",-1.55938376712135,6.67374669871935,-10.7895245767085,1.51021876141784e-07,1.56489909588296e-06,7.66155148144143,"Down"
"FAM169A",1.60004203077165,3.50198623832886,10.7682038365173,1.54342407471421e-07,1.58757581474882e-06,7.714385975554,"Up"
"SOX8",2.80359256627871,1.64552841831011,10.7663716276811,1.54631399727019e-07,1.58860634591348e-06,7.9107187954554,"Up"
"HYLS1",-1.63349184267753,3.46338039269988,-10.76128474379,1.55436802386385e-07,1.59299056672234e-06,7.79312797005497,"Down"
"PLEKHH2",1.54330358678117,2.52363477574965,10.7580106520781,1.55957571851195e-07,1.59638322330408e-06,7.80906060996316,"Up"
"SLC2A2",-4.09976064852742,4.24960257541261,-10.7420418651667,1.58524557396404e-07,1.61675833446466e-06,7.79720985447733,"Down"
"FAXC",1.57306179729085,5.35293912133781,10.7115987237638,1.63545020582574e-07,1.66392721061884e-06,7.60937785493367,"Up"
"THSD7B",-1.80840091320249,5.63310854496967,-10.7055781094091,1.64557995051694e-07,1.668818269718e-06,7.57979962596154,"Down"
"PCDH17",-2.06664255355723,2.90950164362922,-10.7007532984309,1.65374642979483e-07,1.67444313601609e-06,7.71353945424727,"Down"
"BACH1",-1.61695428643167,5.57126156243183,-10.6826237522415,1.68482414859657e-07,1.69570698400616e-06,7.5422524148858,"Down"
"MEIS1",3.17957087186623,2.643100171501,10.6745744013031,1.69882310956734e-07,1.69761254678142e-06,7.80661078571645,"Up"
"EGFR",-2.44875413013271,8.0548427939453,-10.6785042997947,1.69197290221637e-07,1.69761254678142e-06,7.52463833851746,"Down"
"MGLL",-2.60889552513592,5.18432829030847,-10.670828032447,1.70538117116724e-07,1.70214438602624e-06,7.55984746197756,"Down"
"IHH",-1.91530746941244,4.90548817851329,-10.663474402901,1.71833305783692e-07,1.71101234895146e-06,7.56292173756243,"Down"
"AASS",-1.93422362856059,3.98548386824355,-10.6546844982746,1.73395354103683e-07,1.7184316954398e-06,7.64254905116722,"Down"
"PUS3",1.50453676948906,4.96821073428422,10.646537419021,1.74856802977178e-07,1.72478914449e-06,7.52992615884412,"Up"
"GPR137B",-2.20060089042302,3.9725136388624,-10.6317209268385,1.77548680712076e-07,1.74521260663476e-06,7.62997592744504,"Down"
"PHKA2",-1.74217651186842,4.51805549878791,-10.6304472000877,1.77782163518503e-07,1.7454598878001e-06,7.53125909391048,"Down"
"PLEKHA6",-1.81054295811536,5.34785641477962,-10.6211211169468,1.79501786537779e-07,1.76028908150218e-06,7.50413037433159,"Down"
"STAR",2.57401663081867,1.64072484625628,10.6158424388838,1.8048303150409e-07,1.76478511601695e-06,7.7615450773435,"Up"
"EMX2",1.55595418849521,4.41634380644156,10.6141479649408,1.80799235798266e-07,1.76478511601695e-06,7.50914355722564,"Up"
"SYNE2",-1.67872980819117,6.83962512498644,-10.604732800761,1.82567072807788e-07,1.77997607254314e-06,7.51229468357553,"Down"
"TBX3",-2.49507181129167,6.28598130220055,-10.5888904557075,1.85583782123792e-07,1.80312002631591e-06,7.41909331703917,"Down"
"SLC3A1",-1.60719672537763,4.71576568241754,-10.5807335953417,1.87157874255717e-07,1.81322717040526e-06,7.49979999010929,"Down"
"PPM1K",-1.91640904077069,3.71835701188777,-10.5718017553437,1.88897996470222e-07,1.82269236502344e-06,7.47799053097219,"Down"
"INPP5F",1.61898694606085,4.51323498547038,10.5694552308293,1.89358030829964e-07,1.82489238384981e-06,7.45638047099649,"Up"
"NMB",2.56846107903441,2.31333528339,10.565187047416,1.90197895165347e-07,1.82894295990998e-06,7.71742345170813,"Up"
"WDR6",1.53648070585578,5.08912213432069,10.49737605496,2.04092436127182e-07,1.93164652145569e-06,7.37493872692099,"Up"
"FRK",-1.67601764000667,4.01701838967906,-10.4569187928426,2.12898814567426e-07,1.99702410899702e-06,7.45519833703783,"Down"
"CDC42EP1",-2.55603092020572,5.69456705393637,-10.445212988069,2.15522364171602e-07,2.01713589781965e-06,7.28828575000679,"Down"
"CALN1",-2.51165097411221,3.63987657097899,-10.4356593632027,2.1768930964891e-07,2.02197768666505e-06,7.48938149363834,"Down"
"OSR2",1.88358322183082,4.01125944379888,10.436856674275,2.17416457797523e-07,2.02197768666505e-06,7.36163893978357,"Up"
"SLC4A4",-2.21967519353576,6.10997444711678,-10.4386509045406,2.17008263519805e-07,2.02197768666505e-06,7.28113082927884,"Down"
"ABCA1",-4.41628822902303,3.59608575726069,-10.426173148251,2.19864148459227e-07,2.03737549023782e-06,7.48488648976413,"Down"
"DCX",-2.4103261161095,2.55158773705407,-10.4137607336874,2.22745188870863e-07,2.0595362847906e-06,7.53633805402159,"Down"
"APRT",2.04428606788231,5.31264503047672,10.3922283369022,2.27839745769372e-07,2.09129998968869e-06,7.25686671230099,"Up"
"EFNA2",1.6907079406953,4.92586613552707,10.3844553136425,2.29709480213101e-07,2.09856196146909e-06,7.24333510702941,"Up"
"ENOX1",-2.37066139917865,4.38368771261591,-10.3770918834393,2.31495904830074e-07,2.10620215089274e-06,7.3160363700232,"Down"
"PTGDR",2.40590837678584,3.41172695937337,10.3672116340298,2.33916421038316e-07,2.12173560213961e-06,7.29761110539954,"Up"
"RBFOX3",1.57777677502698,3.63883610384897,10.3457654467836,2.39264516238956e-07,2.16005540733323e-06,7.25116868804683,"Up"
"CD82",-1.61642889721889,7.40774593661468,-10.3322624707825,2.42699091626624e-07,2.18637061771565e-06,7.0646901470177,"Down"
"MNX1",2.61030779288765,5.23426616056028,10.3230218946103,2.45080006580306e-07,2.20310168308407e-06,7.17296051514987,"Up"
"TSEN15",1.52827465722838,5.11960381120127,10.311804089579,2.48004149405426e-07,2.21726195669095e-06,7.15886019796975,"Up"
"DCT",-2.54081590272887,2.15815180447072,-10.2939812491465,2.52727393812849e-07,2.25259352917511e-06,7.43641890560467,"Down"
"COL6A2",-2.13914897111971,2.4454992641437,-10.2718204401027,2.58735473507713e-07,2.29641379123829e-06,7.41084482126366,"Down"
"OGFRL1",1.66360032061999,4.21448745314956,10.2722464855148,2.58618531122109e-07,2.29641379123829e-06,7.14393289599266,"Up"
"TSHZ2",-2.73606088288583,5.40992621979284,-10.2634027900167,2.61057666865141e-07,2.3097152565755e-06,7.10526888310037,"Down"
"MAEL",-2.08564631320618,1.90220050574154,-10.2616008883919,2.61557664738956e-07,2.31014001353896e-06,7.3888317644005,"Down"
"CHIA",-1.63868286706149,4.02163429609251,-10.2572495623002,2.62769332843556e-07,2.31512164036197e-06,7.18326752850697,"Down"
"CRIM1",1.78925393204959,3.53550354281597,10.2513118522523,2.64432483312803e-07,2.3249058668693e-06,7.209838381077,"Up"
"PCBD1",-1.52652156963021,6.24680856275467,-10.2446738782277,2.66305176135238e-07,2.33263002017977e-06,7.01451537689297,"Down"
"SSX2IP",1.53110355364347,2.84303488911669,10.2431663943938,2.66732446857306e-07,2.33293846970621e-06,7.23491385349641,"Up"
"MYO1B",-2.87547987654706,5.85739117835668,-10.2270752419957,2.71339378010289e-07,2.36830863752964e-06,7.05648484309359,"Down"
"SETBP1",-3.28836763399042,2.83747863893004,-10.2176609627062,2.74074285072051e-07,2.37738250989303e-06,7.2285056140712,"Down"
"TPPP",-4.19018522329642,5.43000382250178,-10.2096575291801,2.76422626035204e-07,2.39281890479445e-06,7.09165789351909,"Down"
"VIPR1",-1.75548777041781,4.50316454666987,-10.1973342362825,2.80080852748142e-07,2.41241057017634e-06,7.12725576679816,"Down"
"FAM124A",3.17825054840516,1.04794422909389,10.1774878573813,2.86082113540697e-07,2.44623465785714e-06,7.31337326377087,"Up"
"PIT54",-2.28195738408129,4.97589503190578,-10.1662024515318,2.89556146363441e-07,2.4709182713002e-06,7.02274209276008,"Down"
"CDKN1A",3.06930480520749,2.82307506300202,10.1501314382604,2.94581794319017e-07,2.5073160904318e-06,7.21444171200224,"Up"
"HK1",2.4025746000203,3.16994388065656,10.1399859454251,2.97802633082123e-07,2.51830286909848e-06,7.12383529443426,"Up"
"FAM181B",1.60626822965266,4.50681607324993,10.1323753447085,3.00243557480392e-07,2.53639487212853e-06,7.04903500804651,"Up"
"RAP1GAP2",2.15147286662441,1.75565544939283,10.1302353399008,3.0093377925252e-07,2.53967584616921e-06,7.22916930329092,"Up"
