"gene","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"gga-mir-1687",0.5719,1.1646,1.33550761992106,"2.064e-01","2.432e-01",-5.65
"EPHA4",0.2208,4.3377,2.03984699649775,"6.392e-02","8.338e-02",-5.65
"FAXDC2",-0.1367,4.4233,-2.04022978189542,"6.387e-02","8.334e-02",-5.65
"KIF3B",0.106,5.3569,2.03936744314006,"6.397e-02","8.344e-02",-5.65
"KIN",-0.1907,5.6051,-2.05932025750122,"6.175e-02","8.076e-02",-5.65
"NELFB",0.1559,6.4175,2.0700541544257,"6.059e-02","7.937e-02",-5.65
"UBE2G1",0.1835,7.5074,2.08363194460226,"5.915e-02","7.764e-02",-5.66
"MTFR1",-0.2086,8.5293,-2.0952215302811,"5.795e-02","7.624e-02",-5.66
"XPO4",0.2059,6.7038,2.05027142536896,"6.275e-02","8.200e-02",-5.66
"SPOCK3",0.1668,6.1609,2.057464437466,"6.196e-02","8.100e-02",-5.66
"CCDC148",-0.2327,0.8486,-1.45740179357411,"1.706e-01","2.043e-01",-5.66
"KIAA0100",0.1215,6.5969,2.04151837885143,"6.373e-02","8.317e-02",-5.66
"SNORD42",0.4221,0.8638,1.33575194014413,"2.063e-01","2.432e-01",-5.67
"FAM204A",0.1514,6.0934,2.08642472704073,"5.886e-02","7.728e-02",-5.67
"P4HB",-0.3896,10.77,-2.18793616084219,"4.910e-02","6.537e-02",-5.67
"AGPAT5",0.2486,6.7903,2.06709477323789,"6.091e-02","7.975e-02",-5.67
"CAPG",0.261,3.1949,1.76173441256115,"1.034e-01","1.296e-01",-5.67
"DSTN",-0.1381,10.0382,-2.18706866062119,"4.918e-02","6.547e-02",-5.68
"LPAR6",-0.2153,2.6326,-1.88954072453462,"8.312e-02","1.062e-01",-5.68
"TCF20",0.2084,6.4673,2.0223978866071,"6.591e-02","8.578e-02",-5.68
"KLHL14",-0.1325,5.7623,-2.04087715748056,"6.380e-02","8.325e-02",-5.68
"TSPAN6",-0.161,8.3057,-2.19512889426524,"4.847e-02","6.461e-02",-5.68
"FAM185A",0.195,4.6393,2.028169025191,"6.525e-02","8.503e-02",-5.68
"ZPR1",-0.1285,5.7136,-2.04280454540754,"6.358e-02","8.300e-02",-5.68
"RBFOX1",0.3414,1.2268,1.67666636145828,"1.193e-01","1.476e-01",-5.68
"ATRNL1",-0.3351,4.7362,-2.03076791273886,"6.495e-02","8.467e-02",-5.68
"RABL3",-0.1367,4.8376,-2.01651372238506,"6.660e-02","8.660e-02",-5.68
"RHBDD1",0.1793,4.8393,2.02507250127108,"6.560e-02","8.541e-02",-5.69
"ACAT1",-0.2215,8.0297,-2.12058741981473,"5.539e-02","7.305e-02",-5.7
"B4GALT6",0.1992,6.8407,2.02679539042676,"6.540e-02","8.520e-02",-5.7
"ACVR2A",0.2236,7.2647,2.06305947211355,"6.135e-02","8.026e-02",-5.7
"SGK3",0.1106,7.4012,2.05847715934108,"6.185e-02","8.087e-02",-5.7
"FUBP1",0.1343,7.7903,2.02928095083724,"6.512e-02","8.488e-02",-5.71
"PDCD5",0.2318,7.4856,2.0903103406518,"5.845e-02","7.682e-02",-5.71
"GPD1L",-0.2453,6.746,-2.08825522714167,"5.867e-02","7.708e-02",-5.71
"SEMA3A",0.5495,0.8816,1.332041549154,"2.075e-01","2.443e-01",-5.71
"BAZ2B",-0.1945,5.4766,-2.00512094890876,"6.795e-02","8.824e-02",-5.72
"DENR",0.1647,7.4462,2.07412533532425,"6.016e-02","7.885e-02",-5.72
"MLKL",0.2893,1.8955,1.75011794762268,"1.055e-01","1.320e-01",-5.72
"JAK2",0.2216,4.7731,1.99979116124412,"6.859e-02","8.900e-02",-5.72
"SERINC1",-0.267,8.4887,-2.13306342360867,"5.417e-02","7.156e-02",-5.73
"SMURF2",0.2266,4.0128,1.98981165510402,"6.980e-02","9.049e-02",-5.73
"TFPI",0.4633,0.7853,1.24870050460696,"2.355e-01","2.740e-01",-5.73
"RAB11FIP3",0.1436,6.8521,2.04294610384496,"6.357e-02","8.299e-02",-5.73
"RECK",-0.1793,4.3235,-1.99448707993482,"6.923e-02","8.982e-02",-5.73
"gga-mir-138-2",0.488,-0.2516,0.959335949168687,"3.562e-01","4.001e-01",-5.73
"FKBP14",0.2097,6.0764,2.04830110615306,"6.297e-02","8.227e-02",-5.73
"P2RX6",0.6091,1.1606,1.42681392063017,"1.790e-01","2.136e-01",-5.73
"RRN3",-0.1802,6.7671,-2.01363597586703,"6.694e-02","8.702e-02",-5.73
"KATNAL2",-0.8017,1.1212,-1.46109342893242,"1.696e-01","2.032e-01",-5.74
"SNORA75",0.283,2.1056,1.63493540980744,"1.279e-01","1.571e-01",-5.74
"KLF9",-0.391,3.6786,-1.83875762174405,"9.072e-02","1.151e-01",-5.74
"VPS29",-0.1268,6.8441,-1.9777538766793,"7.129e-02","9.231e-02",-5.74
"MYBPC1",-0.6554,0.9141,-1.42255183229937,"1.802e-01","2.149e-01",-5.74
"TLR5",-0.3751,2.1081,-1.71162933403463,"1.126e-01","1.400e-01",-5.74
"PRMT9",0.1322,5.975,2.00296819040021,"6.821e-02","8.853e-02",-5.74
"HMBOX1",-0.4215,3.9536,-1.92113891416544,"7.869e-02","1.011e-01",-5.74
"UBN2",-0.2757,6.5779,-2.01100063497272,"6.725e-02","8.739e-02",-5.75
"BRCA2",-0.1582,5.5087,-1.95994363189481,"7.354e-02","9.498e-02",-5.75
"ANXA13",0.349,3.1768,1.72510340743258,"1.100e-01","1.373e-01",-5.75
"PPP2R5C",-0.1704,6.94,-1.97425499678571,"7.173e-02","9.282e-02",-5.75
"FOXK2",-0.1894,4.9818,-1.99399008447299,"6.929e-02","8.988e-02",-5.75
"PM20D2",0.2386,5.3459,2.01971766332536,"6.623e-02","8.618e-02",-5.75
"C11orf87",0.3842,2.6194,1.71602367802943,"1.117e-01","1.391e-01",-5.76
"HSPA2",0.5598,8.0993,2.0510633922128,"6.266e-02","8.190e-02",-5.76
"gga-mir-6553",-0.4768,-0.5895,-0.839193510153655,"4.177e-01","4.616e-01",-5.76
"PSMC5",0.2085,8.7541,2.08280895054026,"5.924e-02","7.774e-02",-5.76
"PAFAH1B1",-0.1336,7.6745,-2.01002559243701,"6.736e-02","8.752e-02",-5.77
"NPHP1",-0.146,6.2568,-2.0031900108325,"6.818e-02","8.853e-02",-5.77
"CBX5",0.1477,7.5317,2.05737515428954,"6.197e-02","8.100e-02",-5.77
"RPL37",-0.1642,8.0384,-2.02748199439322,"6.533e-02","8.511e-02",-5.77
"SERPINH1",0.4566,1.4683,1.55553413437618,"1.457e-01","1.766e-01",-5.77
"MSANTD4",0.2632,4.7251,1.98212090934373,"7.075e-02","9.169e-02",-5.77
"DDX4",-0.2862,1.5592,-1.74207261963239,"1.069e-01","1.337e-01",-5.77
"gga-mir-1774",0.3945,0.7481,1.2096663324787,"2.496e-01","2.892e-01",-5.77
"KPNB1",0.1621,9.305,2.0776950934568,"5.978e-02","7.839e-02",-5.78
"ATAD2B",-0.2739,4.9824,-1.97107013916514,"7.213e-02","9.325e-02",-5.78
"MFN2",0.1993,7.777,2.0377171102999,"6.416e-02","8.367e-02",-5.78
"LSM6",0.1374,5.4502,1.96555167046776,"7.283e-02","9.411e-02",-5.78
"RBP7",0.5939,0.882,1.38082634083475,"1.924e-01","2.283e-01",-5.78
"CPZ",-0.6064,0.9147,-1.165225341514,"2.665e-01","3.070e-01",-5.79
"DNASE2B",0.212,3.8325,1.87860367728783,"8.470e-02","1.080e-01",-5.79
"gga-mir-1643",-0.3549,-0.0988,-0.932630876820732,"3.693e-01","4.128e-01",-5.79
"FAM83H",0.227,3.6631,1.76977062690093,"1.020e-01","1.280e-01",-5.8
"MOCS1",0.2124,6.0907,1.98970948744754,"6.981e-02","9.049e-02",-5.8
"SMU1",-0.1003,7.2705,-1.98179561775545,"7.079e-02","9.173e-02",-5.8
"MRPS33",0.171,6.3307,1.97967055408171,"7.105e-02","9.204e-02",-5.8
"EPHA5",0.2236,1.3408,1.550698283588,"1.468e-01","1.778e-01",-5.8
"PSMD6",0.1188,7.5394,2.01877430531583,"6.634e-02","8.628e-02",-5.8
"RAD21L1",-0.26,1.7035,-1.59952256126304,"1.356e-01","1.656e-01",-5.8
"DENND1A",-0.1425,5.2819,-1.95179705103253,"7.460e-02","9.622e-02",-5.81
"ACE2",0.3396,1.0242,1.33774050309165,"2.057e-01","2.425e-01",-5.81
"SLC27A1",0.1305,4.6009,1.95257581908943,"7.450e-02","9.615e-02",-5.81
"SLC25A47",-0.27,2.0944,-1.55108347738559,"1.467e-01","1.777e-01",-5.81
"LYPLAL1",0.224,4.3382,1.91812581018948,"7.910e-02","1.016e-01",-5.82
"THAP1",0.1798,3.8311,1.8880148755759,"8.334e-02","1.064e-01",-5.82
"CBLB",-0.1238,4.8962,-1.94131660193187,"7.597e-02","9.789e-02",-5.82
"TTC21B",-0.2003,4.0108,-1.93267437788482,"7.713e-02","9.933e-02",-5.82
"LDLRAD3",0.4194,3.1445,1.77684020314158,"1.008e-01","1.268e-01",-5.83
"NUCKS1",-0.2412,9.6395,-2.08748842547369,"5.875e-02","7.717e-02",-5.83
"gga-mir-1592",-0.3281,0.0597,-0.931316688926047,"3.700e-01","4.135e-01",-5.83
"COG3",0.1358,5.8553,1.95457052536225,"7.424e-02","9.583e-02",-5.83
"gga-mir-1608",0.4017,1.1852,1.21459097544275,"2.478e-01","2.872e-01",-5.83
"ENTPD6",0.1411,5.434,1.94379484112687,"7.565e-02","9.753e-02",-5.83
"EFHC2",-0.5363,0.7526,-1.26420645994419,"2.301e-01","2.684e-01",-5.83
"NF2",-0.2488,6.9471,-1.99395492272797,"6.929e-02","8.988e-02",-5.84
"BUD31",-0.1552,7.5322,-2.02516913906585,"6.559e-02","8.541e-02",-5.84
"gga-mir-2129",0.2625,3.6622,1.73255880192141,"1.087e-01","1.357e-01",-5.84
"VPS13A",-0.2099,5.0508,-1.91431900906193,"7.963e-02","1.022e-01",-5.84
"BCLAF1",-0.1208,7.4754,-1.9735192883522,"7.182e-02","9.293e-02",-5.84
"TUBGCP6",0.1461,5.4347,1.92545531152035,"7.810e-02","1.005e-01",-5.84
"NAAA",0.3032,1.3429,1.3893079348889,"1.899e-01","2.254e-01",-5.84
"RBBP7",0.1285,6.1826,1.95724192968469,"7.389e-02","9.542e-02",-5.85
"CTSS",0.452,5.1012,1.92860383964618,"7.767e-02","1.000e-01",-5.85
"TOMM6",-0.1787,7.6774,-2.01862384992599,"6.635e-02","8.629e-02",-5.85
"APPBP2",0.1271,7.4384,1.97931577966333,"7.109e-02","9.209e-02",-5.85
"EIF3H",-0.15,8.4366,-2.0188016326432,"6.633e-02","8.628e-02",-5.86
"EIF3D",0.119,9.4726,2.06577226210521,"6.105e-02","7.990e-02",-5.86
"SNORD62",-0.5274,0.2777,-0.953976379036834,"3.588e-01","4.028e-01",-5.86
"BLB2",0.5362,0.5319,1.04188979717338,"3.179e-01","3.606e-01",-5.86
"C1orf198",-0.2323,4.3637,-1.86672574814992,"8.646e-02","1.101e-01",-5.87
"PTPRB",0.3947,4.2149,1.89532243988338,"8.229e-02","1.053e-01",-5.87
"ERCC8",-0.1647,4.353,-1.90887141468117,"8.038e-02","1.031e-01",-5.87
"TSPO",-0.1259,5.7574,-1.97173742938328,"7.204e-02","9.317e-02",-5.87
"TOR2A",0.2451,5.4743,1.92876503543007,"7.765e-02","1.000e-01",-5.87
"BACE1",0.1275,7.0706,1.96083696256425,"7.343e-02","9.486e-02",-5.87
"MRPS27",0.1657,6.1435,1.92281120793428,"7.846e-02","1.009e-01",-5.87
"NRG4",0.3376,3.0556,1.73511307276414,"1.082e-01","1.352e-01",-5.88
"CAMK2D",0.1891,4.2737,1.87173800848559,"8.571e-02","1.092e-01",-5.88
"ZRANB3",-0.334,4.0696,-1.87801150898615,"8.479e-02","1.081e-01",-5.88
"ABCD2",-0.1529,6.3896,-1.94361723952911,"7.567e-02","9.755e-02",-5.88
"COMMD3",-0.1747,6.6934,-2.00307106497851,"6.819e-02","8.853e-02",-5.88
"ACVR1C",-0.6344,1.819,-1.39630256387619,"1.878e-01","2.231e-01",-5.88
"CASK",-0.1703,7.4879,-1.95243926817637,"7.451e-02","9.615e-02",-5.88
"GnRH-I",0.3746,1.9759,1.4991826261224,"1.596e-01","1.922e-01",-5.89
"SLC4A3",-0.1802,3.1898,-1.83414556005459,"9.144e-02","1.158e-01",-5.89
"RBFA",0.1802,5.8426,1.92605574386681,"7.802e-02","1.004e-01",-5.89
"CSNK1D",0.1097,6.7378,1.90975853033461,"8.026e-02","1.030e-01",-5.89
"FAM53B",0.3276,3.7464,1.74889057761584,"1.057e-01","1.323e-01",-5.89
"RNFT1",-0.2054,6.3261,-1.94170409879836,"7.592e-02","9.784e-02",-5.89
"CD83",-0.4443,-0.6845,-0.636576366827399,"5.363e-01","5.807e-01",-5.89
"gga-mir-1756b",-0.4539,-0.0618,-0.815349141613702,"4.307e-01","4.750e-01",-5.89
"PSMB1",-0.1504,7.7855,-1.94875001619398,"7.500e-02","9.671e-02",-5.89
"PXMP4",-0.1973,6.7194,-1.92471953912507,"7.820e-02","1.006e-01",-5.9
"CASP2",0.1095,5.9144,1.90104142267228,"8.148e-02","1.044e-01",-5.9
"CRYBA1",-0.2917,1.8097,-1.41417299345052,"1.826e-01","2.175e-01",-5.9
"MRPL27",0.1203,6.4558,1.90017550148454,"8.160e-02","1.045e-01",-5.9
"HMCN1",0.3074,4.6507,1.88357254342674,"8.398e-02","1.072e-01",-5.9
"LTBP2",0.3714,1.6741,1.48169489646453,"1.641e-01","1.972e-01",-5.91
"OSBPL1A",-0.1149,6.964,-1.90427868703687,"8.102e-02","1.039e-01",-5.91
"IMMT",0.1328,8.6869,1.97137477244215,"7.209e-02","9.322e-02",-5.91
"USP20",-0.1074,5.8386,-1.91322362442538,"7.978e-02","1.024e-01",-5.91
"SMPDL3B",-0.1361,4.4925,-1.8821796320004,"8.418e-02","1.074e-01",-5.91
"BICD2",0.15,6.2352,1.91061516759534,"8.014e-02","1.029e-01",-5.91
"TASP1",-0.1377,4.4225,-1.87919476682131,"8.462e-02","1.079e-01",-5.92
"MIPEP",-0.1159,6.6727,-1.91979135893163,"7.887e-02","1.014e-01",-5.92
"VPS26A",-0.1421,6.383,-1.89356214620657,"8.254e-02","1.055e-01",-5.92
"ZMYND8",0.2725,6.0725,1.89626406023839,"8.216e-02","1.052e-01",-5.92
"RIPK1",0.1184,6.597,1.88823890120703,"8.331e-02","1.064e-01",-5.93
"SBNO2",0.175,6.3286,1.8933433669515,"8.257e-02","1.056e-01",-5.93
"RPRD1A",0.1167,6.4425,1.8848113732348,"8.380e-02","1.070e-01",-5.93
"gga-mir-130b",-0.2824,-0.4038,-0.664560060573379,"5.189e-01","5.633e-01",-5.93
"gga-mir-1798",-0.6321,0.3364,-0.958688830246075,"3.566e-01","4.004e-01",-5.93
"EIF4G1",-0.1813,9.0214,-1.91632054656348,"7.935e-02","1.019e-01",-5.93
"gga-mir-1705",-0.7025,0.9795,-1.03894360280964,"3.192e-01","3.618e-01",-5.94
"ATF2",0.1288,5.2774,1.87129644741632,"8.578e-02","1.093e-01",-5.94
"HEXA",-0.3243,4.063,-1.80374198281911,"9.632e-02","1.215e-01",-5.94
"SMAD5",-0.1307,7.6225,-1.89498623752209,"8.234e-02","1.053e-01",-5.94
"MAB21L3",0.3451,1.5113,1.34912816218124,"2.021e-01","2.386e-01",-5.95
"MRPS9",0.1459,6.8816,1.91790835033447,"7.913e-02","1.016e-01",-5.95
"GLG1",-0.1383,8.7735,-1.99131943146827,"6.961e-02","9.027e-02",-5.95
"ATM",-0.1565,5.2304,-1.84514730717959,"8.973e-02","1.139e-01",-5.95
"HTRA3",-0.4091,0.6287,-0.938699299084794,"3.663e-01","4.099e-01",-5.95
"JMY",0.2255,4.795,1.86510350571595,"8.670e-02","1.104e-01",-5.95
"MRPL33",-0.1495,6.4629,-1.91090202631879,"8.010e-02","1.028e-01",-5.95
"CERS6",0.2164,4.4703,1.85923887336213,"8.758e-02","1.114e-01",-5.95
"SETD4",0.1829,3.4254,1.78331575034479,"9.973e-02","1.254e-01",-5.95
"LYVE1",-0.3748,1.2145,-1.47160320215431,"1.668e-01","2.001e-01",-5.95
"MST1",-0.2302,2.741,-1.66428636206157,"1.218e-01","1.504e-01",-5.95
"SUGP2",0.1686,6.2506,1.86118022326984,"8.729e-02","1.110e-01",-5.96
"gga-mir-1629",-0.4109,-0.1,-0.739771410608021,"4.736e-01","5.183e-01",-5.96
"PLA2G12A",0.2062,5.625,1.90228670395086,"8.130e-02","1.042e-01",-5.96
"RFX6",-0.3148,3.4643,-1.74958587950694,"1.056e-01","1.321e-01",-5.96
"CAMK2N1",0.6115,3.4001,1.56562092089835,"1.433e-01","1.739e-01",-5.97
"UBE2Z",0.1471,5.7169,1.89841157436181,"8.185e-02","1.048e-01",-5.97
"HIST1H2B5",0.3468,3.1897,1.58801910154289,"1.382e-01","1.682e-01",-5.97
"ZADH2",0.1909,7.6676,1.90835762478565,"8.045e-02","1.032e-01",-5.97
"RAB39B",-0.2359,7.1619,-1.89555789799788,"8.226e-02","1.053e-01",-5.97
"SIDT1",0.375,2.2299,1.34340626217914,"2.039e-01","2.405e-01",-5.97
"KIAA1191",0.0996,6.9577,1.89174763640805,"8.280e-02","1.058e-01",-5.97
"ERBB2",-0.1738,6.2496,-1.89256775900709,"8.268e-02","1.057e-01",-5.97
"gga-mir-6640",-0.2973,-0.2833,-0.642008444224782,"5.329e-01","5.774e-01",-5.97
"BAZ1B",0.1712,7.9597,1.85675539770135,"8.795e-02","1.118e-01",-5.98
"EHMT1",-0.0992,6.3026,-1.84775537288381,"8.933e-02","1.135e-01",-5.98
"CD109",-0.3971,1.599,-1.52813001376418,"1.523e-01","1.840e-01",-5.98
"SIRT2",-0.1677,7.1789,-1.93366338236277,"7.699e-02","9.918e-02",-5.98
"ONECUT3",0.1772,3.4346,1.77383257560195,"1.013e-01","1.273e-01",-5.98
"VSIG10",0.1675,4.3014,1.81631689335582,"9.427e-02","1.192e-01",-5.98
"PTPN14",0.459,4.4679,1.8379178320226,"9.085e-02","1.152e-01",-5.98
"TPMT",0.1271,5.1944,1.86560022331399,"8.663e-02","1.103e-01",-5.99
"ZEB1",-0.1623,5.6737,-1.83203545299103,"9.177e-02","1.162e-01",-5.99
"KDM1B",0.2429,4.2631,1.82368725217384,"9.309e-02","1.177e-01",-5.99
"STOM",-0.1313,6.3678,-1.89642131214984,"8.214e-02","1.052e-01",-5.99
"ZNF148",0.1133,4.0009,1.82570583296097,"9.277e-02","1.174e-01",-5.99
"NDUFS3",-0.1408,7.2305,-1.90242036652856,"8.129e-02","1.042e-01",-5.99
"SMC2",-0.1925,7.8392,-1.85834444898079,"8.771e-02","1.115e-01",-5.99
"RAB27A",0.1381,6.9184,1.83165281525275,"9.183e-02","1.163e-01",-6
"GFRA2",-0.5564,0.3203,-0.943921228779955,"3.638e-01","4.074e-01",-6
"CIT",-0.2525,6.3534,-1.82238722318159,"9.330e-02","1.180e-01",-6
"gga-let-7d",-0.3118,4.7091,-1.81379935027386,"9.468e-02","1.196e-01",-6
"CELF2",-0.315,0.7941,-1.13919947296139,"2.768e-01","3.180e-01",-6
"PDHB",0.1195,7.8789,1.90249624616479,"8.128e-02","1.042e-01",-6.01
"HECTD4",-0.2647,6.6,-1.83116344466676,"9.191e-02","1.164e-01",-6.01
"FAM43B",-0.2139,2.4796,-1.40840812094738,"1.843e-01","2.194e-01",-6.01
"SOST",0.3015,0.5259,1.01960936121622,"3.280e-01","3.706e-01",-6.01
"OSBPL5",-0.2462,1.8292,-1.35395034905132,"2.006e-01","2.370e-01",-6.01
"CHMP1A",0.1691,6.8349,1.92215186983671,"7.855e-02","1.010e-01",-6.02
"MDM4",0.227,6.0894,1.84476768543162,"8.979e-02","1.139e-01",-6.02
"CACFD1",-0.1702,6.1947,-1.863565058542,"8.693e-02","1.106e-01",-6.02
"LRRC6",-0.2964,1.2631,-1.14248081220256,"2.755e-01","3.166e-01",-6.02
"CPNE2",-0.1922,6.4595,-1.89523350288081,"8.230e-02","1.053e-01",-6.02
"gga-mir-1647",0.3642,2.1714,1.50337648667154,"1.585e-01","1.910e-01",-6.02
"CLTA",-0.1576,7.7049,-1.95224188460113,"7.454e-02","9.616e-02",-6.02
"SCAMP2",-0.1438,7.4544,-1.92772376200219,"7.779e-02","1.001e-01",-6.02
"UNC13D",-0.4075,0.7468,-1.14712760286654,"2.736e-01","3.146e-01",-6.02
"IPO8",-0.175,6.6499,-1.8349464060146,"9.131e-02","1.157e-01",-6.03
"OIP5",0.0962,5.4657,1.837755667633,"9.087e-02","1.152e-01",-6.03
"PIGY",0.1516,6.7013,1.91853250542371,"7.905e-02","1.016e-01",-6.03
"UBALD2",-0.216,4.9968,-1.82930898409891,"9.220e-02","1.167e-01",-6.03
"ERGIC1",-0.1988,8.341,-1.92130389280807,"7.867e-02","1.011e-01",-6.03
"E2F8",0.2387,6.8896,1.81344185346831,"9.474e-02","1.196e-01",-6.03
"SNRNP25",0.1668,5.851,1.87967904441696,"8.455e-02","1.078e-01",-6.03
"MRPS23",0.205,6.0399,1.84127179419901,"9.033e-02","1.146e-01",-6.03
"NCAM1",0.1147,3.7748,1.78005301920793,"1.003e-01","1.261e-01",-6.03
"HMOX2",0.2749,6.4448,1.86378260893586,"8.690e-02","1.106e-01",-6.03
"SMAD9",-0.3332,3.714,-1.77392343639726,"1.013e-01","1.273e-01",-6.04
"SPNS3",-0.375,1.6454,-1.30747435142991,"2.155e-01","2.530e-01",-6.04
"RINT1",0.1105,5.4819,1.81328301494515,"9.476e-02","1.197e-01",-6.04
"SPTAN1",-0.1794,8.7956,-1.88866937309104,"8.324e-02","1.063e-01",-6.04
"PBK",-0.1212,6.6188,-1.82412471882374,"9.302e-02","1.177e-01",-6.04
"TDRD1",-0.1642,1.3378,-1.08124492828813,"3.008e-01","3.425e-01",-6.04
"FUT8",-0.2254,4.6511,-1.8034746410725,"9.636e-02","1.216e-01",-6.04
"UHRF2",-0.1273,5.7163,-1.81047632079165,"9.522e-02","1.202e-01",-6.04
"PNMT",0.4167,-0.2802,0.534276578163064,"6.029e-01","6.441e-01",-6.04
"CDC14B",0.1749,3.8146,1.75145558125342,"1.053e-01","1.318e-01",-6.04
"gga-mir-6572",-0.4346,3.5282,-1.56516568827908,"1.434e-01","1.740e-01",-6.04
"DENND5A",-0.2774,5.6093,-1.79753288315406,"9.734e-02","1.227e-01",-6.05
"FAM120B",-0.1219,4.3444,-1.79455957676467,"9.784e-02","1.233e-01",-6.05
"ATOH8",0.1928,2.896,1.51609911714287,"1.553e-01","1.874e-01",-6.05
"NENF",0.179,6.889,1.86589471817605,"8.658e-02","1.102e-01",-6.05
"TSSC4",0.0938,7.1857,1.82954269256786,"9.216e-02","1.167e-01",-6.05
"GTSF1",0.1682,2.4287,1.63898668127167,"1.270e-01","1.562e-01",-6.05
"SLC12A2",0.1693,4.6627,1.80138412067965,"9.671e-02","1.219e-01",-6.05
"ATL1",0.1462,4.4775,1.79512332455822,"9.774e-02","1.232e-01",-6.05
"MPZ",0.5659,1.2348,1.2628275703283,"2.305e-01","2.689e-01",-6.06
"MAPK11",0.1432,6.505,1.83241320402784,"9.171e-02","1.162e-01",-6.06
"HNRNPM",-0.1049,9.1326,-1.90508515775453,"8.091e-02","1.038e-01",-6.06
"GCNT1",-0.2418,2.1069,-1.30653378236228,"2.158e-01","2.533e-01",-6.06
"CFAP36",0.1463,6.6225,1.81731363585882,"9.411e-02","1.190e-01",-6.06
"ANAPC13",0.2791,3.8229,1.73382466337676,"1.084e-01","1.354e-01",-6.06
"CHP1",-0.114,7.4151,-1.84553877009742,"8.967e-02","1.138e-01",-6.06
"ERGIC2",0.0955,7.0457,1.80241452786007,"9.654e-02","1.217e-01",-6.06
"SLC38A9",0.1378,4.5066,1.78496339429626,"9.945e-02","1.251e-01",-6.07
"GPR61",0.2516,0.4859,0.875482620261458,"3.984e-01","4.428e-01",-6.07
"gga-mir-1564",0.3334,3.8346,1.5904932127635,"1.376e-01","1.677e-01",-6.07
"ATL2",0.1187,7.4048,1.85253949928308,"8.859e-02","1.126e-01",-6.07
"TMEM177",0.1658,4.0415,1.76993209517677,"1.020e-01","1.280e-01",-6.07
"SNORD83",-0.1451,-0.8381,-0.24083688627377,"8.137e-01","8.377e-01",-6.07
"ZZEF1",-0.2293,6.115,-1.771324717136,"1.018e-01","1.278e-01",-6.07
"GMPS",-0.1509,7.6375,-1.80351519334057,"9.635e-02","1.216e-01",-6.07
"ATOX1",-0.1845,6.5061,-1.87707227822792,"8.493e-02","1.083e-01",-6.08
"SGSH",0.1346,5.1891,1.79120911482789,"9.840e-02","1.239e-01",-6.08
"GREM2",-0.4756,-0.0676,-0.632469694745892,"5.389e-01","5.832e-01",-6.08
"FLII",-0.2077,7.5812,-1.84674132457198,"8.948e-02","1.136e-01",-6.08
"IFRD1",-0.2625,8.9145,-1.89489963425852,"8.235e-02","1.053e-01",-6.08
"PFKL",-0.2014,8.046,-1.86892304503201,"8.613e-02","1.097e-01",-6.08
"NT5DC2",-0.1042,6.3926,-1.81162102249188,"9.503e-02","1.200e-01",-6.08
"NCOA6",-0.148,6.6873,-1.7834049662128,"9.971e-02","1.254e-01",-6.08
"PPP1R27",0.3491,0.5655,0.881636137337356,"3.952e-01","4.395e-01",-6.09
"gga-mir-6663",-0.0733,-0.7384,-0.112261487576945,"9.125e-01","9.250e-01",-6.09
"gga-mir-3526",0.0973,-0.8716,0.510243921063965,"6.191e-01","6.590e-01",-6.09
"LIPH",0.3613,2.3777,1.65072837524505,"1.246e-01","1.534e-01",-6.09
"CYTIP",0.2836,0.5809,0.873815746222634,"3.993e-01","4.434e-01",-6.09
"LDB2",0.1722,3.864,1.75542066727963,"1.046e-01","1.309e-01",-6.09
"CNOT7",-0.1508,7.9497,-1.8072841529546,"9.574e-02","1.208e-01",-6.09
"WNT9A",-0.2395,0.7603,-0.95977619806952,"3.560e-01","4.000e-01",-6.1
"KIAA1522",0.1879,5.7726,1.79409127743456,"9.791e-02","1.233e-01",-6.1
"gga-mir-2131",-0.0927,-0.5799,-0.182087194578973,"8.585e-01","8.767e-01",-6.1
"CACNA2D3",0.4468,1.2173,1.27893804770158,"2.250e-01","2.631e-01",-6.1
"PSMD5",0.1246,6.6152,1.83085042749996,"9.195e-02","1.164e-01",-6.11
"RAN",0.1591,9.3367,1.86367690944845,"8.691e-02","1.106e-01",-6.11
"MRAS",-0.151,4.0868,-1.74040580523016,"1.072e-01","1.341e-01",-6.11
"RER1",-0.1585,7.9257,-1.85146120521373,"8.876e-02","1.128e-01",-6.11
"BCL2L13",0.1642,7.008,1.81533322778912,"9.443e-02","1.193e-01",-6.11
"SETD3",-0.1265,5.9661,-1.75541063228443,"1.046e-01","1.309e-01",-6.11
"TRMT11",-0.1915,5.5802,-1.77402082324622,"1.013e-01","1.273e-01",-6.11
"RPL10A",-0.1498,9.9201,-1.92653163740387,"7.795e-02","1.003e-01",-6.11
"SLC7A1",0.3267,5.8957,1.76807856572965,"1.023e-01","1.283e-01",-6.11
"gga-mir-1581",-0.1523,-0.3195,-0.337434173854235,"7.416e-01","7.727e-01",-6.12
"MKX",0.4648,2.7504,1.53675847012203,"1.502e-01","1.816e-01",-6.12
"SERPINB1",0.1889,2.9325,1.55442129006018,"1.459e-01","1.768e-01",-6.12
"NLK",-0.1528,5.8782,-1.77863969274423,"1.005e-01","1.264e-01",-6.12
"ARGLU1",0.1552,7.332,1.76528095416273,"1.028e-01","1.289e-01",-6.12
"NAP1L1",0.1156,9.6579,1.89614414742559,"8.217e-02","1.052e-01",-6.12
