"gene","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"HPS3",-0.8104,5.077,-6.81108240275966,"1.836e-05","6.110e-05",2.63
"WBP2",-0.6351,4.7669,-6.80508425578238,"1.851e-05","6.157e-05",2.63
"PHTF1",0.8551,6.2387,6.81045539678726,"1.837e-05","6.113e-05",2.63
"TNFAIP8L1",-0.6544,4.9014,-6.8039460097517,"1.854e-05","6.165e-05",2.63
"HMG20A",-0.6208,6.3595,-6.81850879466349,"1.816e-05","6.063e-05",2.62
"PIGT",0.491,6.3756,6.81451722607736,"1.827e-05","6.087e-05",2.62
"RCC1",0.4865,7.2661,6.82730854334068,"1.794e-05","6.003e-05",2.62
"NKX2-8",3.1227,2.1435,6.38656966894287,"3.408e-05","1.027e-04",2.62
"ZNHIT3",0.4883,6.6936,6.82541088677463,"1.798e-05","6.014e-05",2.62
"IFNAR1",0.4803,6.0294,6.80276463868505,"1.858e-05","6.171e-05",2.61
"UBL3",-0.8376,7.1755,-6.82747091666098,"1.793e-05","6.003e-05",2.61
"DEDD",0.769,7.7449,6.84784308889057,"1.742e-05","5.858e-05",2.61
"FBXW11",0.4811,6.918,6.79184829102964,"1.887e-05","6.255e-05",2.61
"TRUB1",-0.4305,5.6498,-6.78731667254867,"1.899e-05","6.284e-05",2.6
"SMAD3",-1.7573,7.0824,-6.84902010586106,"1.739e-05","5.851e-05",2.6
"DPYS",-2.1781,8.6368,-6.86681278696437,"1.695e-05","5.743e-05",2.6
"ATG4A",0.6749,5.235,6.78123267111048,"1.916e-05","6.329e-05",2.6
"ACSL5",-3.8488,7.2375,-6.85614610832644,"1.721e-05","5.800e-05",2.6
"ARPP21",1.3481,3.3341,6.7001732668843,"2.153e-05","6.983e-05",2.6
"SNORD97",-0.7949,3.0516,-6.52085598269721,"2.795e-05","8.667e-05",2.6
"ANKRD13D",0.6113,5.1162,6.78592983069386,"1.903e-05","6.291e-05",2.59
"OTUD7B",-0.4444,6.004,-6.78060871736562,"1.917e-05","6.329e-05",2.59
"RCC1L",0.6557,6.1808,6.78865199099771,"1.896e-05","6.274e-05",2.59
"ALG5",-0.5343,6.0743,-6.80254594416938,"1.858e-05","6.171e-05",2.59
"FAM206A",0.5696,6.1016,6.79076521272774,"1.890e-05","6.263e-05",2.59
"SNX4",-0.5575,6.3714,-6.81814562216514,"1.817e-05","6.063e-05",2.59
"DDX17",-0.547,8.2951,-6.89427052443339,"1.631e-05","5.557e-05",2.59
"DCPS",0.5928,6.6811,6.82150452310979,"1.809e-05","6.043e-05",2.59
"ST3GAL2",1.0583,6.3231,6.7868380875307,"1.900e-05","6.285e-05",2.58
"ZFHX3",-0.8246,5.8807,-6.75464969295298,"1.990e-05","6.525e-05",2.58
"MBIP",0.7559,5.8376,6.77990155396359,"1.919e-05","6.331e-05",2.58
"SNUPN",0.6606,5.3637,6.77052170954655,"1.945e-05","6.402e-05",2.58
"HNRNPA3",-0.5807,8.8307,-6.84889376344017,"1.739e-05","5.851e-05",2.58
"PRR5",-0.7126,6.086,-6.78869465574419,"1.895e-05","6.274e-05",2.57
"MAD2L1",0.6525,5.371,6.74715570512687,"2.012e-05","6.584e-05",2.57
"GABRP",-1.7415,1.3485,-6.40613645069233,"3.310e-05","1.002e-04",2.57
"PAG1",-0.9539,3.8964,-6.70255877218596,"2.145e-05","6.961e-05",2.56
"RBM19",0.6096,6.9006,6.78040460959431,"1.918e-05","6.329e-05",2.56
"E2F7",1.0819,5.7047,6.75447029442241,"1.991e-05","6.525e-05",2.56
"PAXBP1",0.6602,6.5753,6.76527594934207,"1.960e-05","6.445e-05",2.56
"AFDN",-0.7795,6.5274,-6.76604488071046,"1.958e-05","6.440e-05",2.56
"KBTBD11",1.2612,3.1449,6.66346583285568,"2.270e-05","7.296e-05",2.56
"STON2",-0.7275,5.2158,-6.77238846562604,"1.940e-05","6.389e-05",2.56
"CAPN2",0.6989,3.5512,6.67090872166203,"2.246e-05","7.226e-05",2.55
"TBK1",0.673,5.6321,6.74868109134615,"2.007e-05","6.572e-05",2.55
"SLC25A36",0.8938,6.6401,6.75995182002501,"1.975e-05","6.483e-05",2.55
"PRPS2",-3.0964,7.4621,-6.82120639450466,"1.809e-05","6.043e-05",2.54
"CCNJL",1.5853,2.6931,6.62587483182762,"2.397e-05","7.641e-05",2.54
"ITIH2",-2.1151,8.7011,-6.87140031465283,"1.684e-05","5.712e-05",2.54
"DACH2",-1.0564,6.1243,-6.7833749157601,"1.910e-05","6.312e-05",2.54
"MARCKSL1",3.2469,5.149,6.7158746168537,"2.104e-05","6.837e-05",2.53
"CNOT6",-1.7324,8.2736,-6.86068727045216,"1.710e-05","5.777e-05",2.53
"USPL1",0.7275,5.9999,6.71815854636836,"2.098e-05","6.822e-05",2.53
"FAM78B",0.8515,5.1155,6.75163233533477,"1.999e-05","6.549e-05",2.53
"FAM118B",0.7109,4.1511,6.72493865959077,"2.077e-05","6.761e-05",2.53
"PNRC1",-1.1198,8.341,-6.89302168993431,"1.633e-05","5.564e-05",2.52
"SP3",0.4757,5.6805,6.72781699592393,"2.069e-05","6.741e-05",2.52
"GSTZ1",-1.0947,3.9555,-6.61588564339731,"2.432e-05","7.726e-05",2.52
"SIRT1",-0.3955,6.767,-6.76013969846409,"1.975e-05","6.483e-05",2.51
"AMN",-2.4462,4.9513,-6.68519667442949,"2.200e-05","7.111e-05",2.5
"TTC9",1.0459,3.9041,6.60739035652854,"2.463e-05","7.802e-05",2.5
"ZCRB1",0.535,5.8084,6.72873574671483,"2.066e-05","6.735e-05",2.49
"TBC1D14",-0.5421,5.9137,-6.72675937759372,"2.072e-05","6.749e-05",2.49
"PRCP",0.495,6.1766,6.74109685978946,"2.029e-05","6.630e-05",2.48
"AGA",-0.6949,6.5271,-6.73745003288912,"2.040e-05","6.658e-05",2.47
"ABCD4",-0.7374,6.6161,-6.74096699973113,"2.030e-05","6.630e-05",2.47
"RETSAT",-1.0127,6.9825,-6.74199965658066,"2.027e-05","6.625e-05",2.47
"PPP4R2",0.4154,7.4484,6.74312604776731,"2.023e-05","6.617e-05",2.47
"LEPROT",-1.1488,7.4075,-6.74869435378583,"2.007e-05","6.572e-05",2.46
"JAZF1",-0.8679,5.1069,-6.69087974053309,"2.182e-05","7.058e-05",2.46
"LARP1B",0.5585,5.4353,6.69593940442595,"2.166e-05","7.020e-05",2.46
"YTHDF3",0.398,7.4547,6.69419948521816,"2.171e-05","7.030e-05",2.46
"TMEM259",0.3963,8.3868,6.77308886609322,"1.938e-05","6.385e-05",2.45
"SLC18A2",-1.0222,1.388,-6.31871723499203,"3.771e-05","1.116e-04",2.45
"EFCAB5",0.7577,4.0224,6.67089691404472,"2.246e-05","7.226e-05",2.45
"FAM76A",-0.8798,5.7225,-6.70377670641716,"2.142e-05","6.952e-05",2.45
"RPL21",-0.4069,9.7468,-6.81514367716331,"1.825e-05","6.084e-05",2.44
"UBAP1",0.7072,4.9823,6.68291393984432,"2.207e-05","7.131e-05",2.43
"EYA2",-0.396,4.9188,-6.67229397727365,"2.241e-05","7.220e-05",2.43
"PPP3R1",0.5911,7.362,6.71716216143036,"2.101e-05","6.829e-05",2.43
"ARIH1",0.3326,6.9966,6.69827687510558,"2.159e-05","6.999e-05",2.43
"PROCR",0.8037,1.7137,6.39643899726404,"3.358e-05","1.014e-04",2.43
"AIFM3",-1.4213,3.3178,-6.51919375517737,"2.802e-05","8.675e-05",2.43
"SLC25A44",0.8277,6.3636,6.69086922371174,"2.182e-05","7.058e-05",2.43
"FASTKD3",0.6498,5.9353,6.67204793237102,"2.242e-05","7.220e-05",2.41
"FTCD",-1.8788,1.9739,-6.26046027579695,"4.115e-05","1.198e-04",2.41
"PSPH",-1.8765,5.558,-6.6762374725554,"2.228e-05","7.184e-05",2.4
"BMS1",0.4198,7.4715,6.64782399395176,"2.322e-05","7.435e-05",2.4
"SH3GL2",1.1478,2.9257,6.47991593271746,"2.968e-05","9.122e-05",2.4
"FBLIM1",1.1999,2.2219,6.43922883509484,"3.152e-05","9.598e-05",2.4
"ARFGAP3",0.4826,7.1327,6.68018543093342,"2.216e-05","7.151e-05",2.4
"PPP4R1",0.7624,8.0818,6.69561748523526,"2.167e-05","7.021e-05",2.4
"GALNT2",-0.4298,5.7923,-6.65268644813835,"2.306e-05","7.397e-05",2.39
"OGT",-0.3922,7.7638,-6.66502907200626,"2.265e-05","7.282e-05",2.39
"CDC7",0.4777,6.8156,6.65008236596934,"2.315e-05","7.413e-05",2.39
"MOB1A",0.5348,7.2384,6.73060794148073,"2.060e-05","6.722e-05",2.39
"GALNT10",0.5037,3.8501,6.59016692099707,"2.525e-05","7.967e-05",2.39
"SLC18A1",0.4116,5.1348,6.63990394948151,"2.349e-05","7.509e-05",2.39
"APBA2",0.8176,2.2309,6.46733151771122,"3.024e-05","9.265e-05",2.38
"PFKFB4",-0.5264,4.7657,-6.62842388835087,"2.389e-05","7.618e-05",2.38
"KIF27",1.3584,2.7272,6.53304342552319,"2.745e-05","8.546e-05",2.38
"REXO4",0.7845,6.6024,6.67759283250921,"2.224e-05","7.176e-05",2.38
"F7",-3.6052,2.1298,-6.24887397103623,"4.187e-05","1.215e-04",2.38
"GKAP1",-0.7114,5.0929,-6.65134699534472,"2.310e-05","7.407e-05",2.38
"NCBP3",0.4391,6.0589,6.64565482316813,"2.329e-05","7.455e-05",2.38
"EXOSC1",0.8603,4.8076,6.64442414442995,"2.334e-05","7.466e-05",2.38
"POP4",0.7946,5.5968,6.65121478757927,"2.311e-05","7.407e-05",2.38
"LAMP2",-0.7549,7.0704,-6.68958865445248,"2.186e-05","7.068e-05",2.37
"C3",-0.7873,9.9816,-6.78907410133211,"1.894e-05","6.274e-05",2.37
"TSN",0.4559,7.8565,6.67516765381463,"2.232e-05","7.193e-05",2.37
"UAP1L1",-0.8013,5.9027,-6.69470147267307,"2.170e-05","7.027e-05",2.37
"MBTPS1",-0.3523,6.9187,-6.64203194377174,"2.342e-05","7.489e-05",2.37
"PIGK",-0.7056,6.527,-6.6803267401932,"2.215e-05","7.151e-05",2.37
"ISM1",-1.8486,2.3453,-6.35403211870396,"3.577e-05","1.068e-04",2.36
"TRIAP1",0.4005,7.4425,6.65989580196907,"2.282e-05","7.331e-05",2.36
"ABR",-1.003,6.2027,-6.65514136556548,"2.298e-05","7.373e-05",2.35
"MINA",0.4594,6.028,6.62145283698872,"2.413e-05","7.684e-05",2.35
"CCDC117",1.0237,4.4271,6.60937832360478,"2.456e-05","7.784e-05",2.35
"PLCL2",0.4487,5.1064,6.6063905494845,"2.466e-05","7.810e-05",2.34
"IGF2BP3",-0.4109,7.0717,-6.59786141254617,"2.497e-05","7.893e-05",2.34
"TPCN1",-0.434,4.898,-6.61779629107125,"2.426e-05","7.711e-05",2.33
"CNOT2",0.3461,6.9921,6.62687328058643,"2.394e-05","7.633e-05",2.33
"CYB561A3",0.7131,4.0584,6.57279879550208,"2.590e-05","8.150e-05",2.33
"DEGS1",0.3689,6.7152,6.65539777810282,"2.297e-05","7.373e-05",2.33
"LIN54",0.4786,4.7974,6.59758618396207,"2.498e-05","7.893e-05",2.33
"SPPL2A",-0.8462,8.4866,-6.67643925033691,"2.228e-05","7.184e-05",2.33
"DVL3",0.4294,6.6824,6.60918924071316,"2.456e-05","7.784e-05",2.32
"MBTPS2",-0.6714,3.7786,-6.53182445384699,"2.750e-05","8.558e-05",2.32
"ANAPC2",0.4325,6.0439,6.60998231696476,"2.453e-05","7.781e-05",2.32
"DRD4",-1.3646,2.3486,-6.34426264245758,"3.629e-05","1.081e-04",2.32
"CASP6",-0.4589,5.7814,-6.62073333540788,"2.415e-05","7.689e-05",2.32
"SATB1",1.9481,1.7977,6.26185575801152,"4.106e-05","1.196e-04",2.32
"PANX2",0.5532,3.9238,6.58056859474023,"2.561e-05","8.064e-05",2.31
"DHCR7",-1.3625,6.8475,-6.61956838352145,"2.419e-05","7.696e-05",2.31
"FOSL2",1.0583,5.2855,6.60412116237754,"2.474e-05","7.833e-05",2.3
"NCOA5",0.5876,6.3438,6.58766731537519,"2.535e-05","7.993e-05",2.3
"PTS",-0.6325,5.4621,-6.62281336972927,"2.408e-05","7.672e-05",2.3
"LRCH1",0.7729,3.507,6.53580732334856,"2.734e-05","8.519e-05",2.3
"ARHGEF11",-0.6285,7.8269,-6.63337421222653,"2.371e-05","7.575e-05",2.3
"CNOT6L",-0.7499,5.574,-6.61503441701674,"2.435e-05","7.733e-05",2.29
"PLAGL2",1.0506,5.6597,6.58351507330194,"2.550e-05","8.033e-05",2.29
"CARHSP1",1.745,3.1763,6.37497531921197,"3.467e-05","1.042e-04",2.28
"FUNDC1",0.3867,5.3837,6.56896566001676,"2.605e-05","8.187e-05",2.28
"DR1",0.5563,6.0283,6.56134774821288,"2.634e-05","8.260e-05",2.28
"SCMH1",0.5672,4.8699,6.57327422355556,"2.588e-05","8.148e-05",2.28
"JDP2",1.0948,6.4308,6.61634457903761,"2.431e-05","7.724e-05",2.27
"MAP3K8",1.1315,2.5833,6.35387590968544,"3.578e-05","1.068e-04",2.27
"TUBB3",1.762,0.8754,6.17775845543994,"4.662e-05","1.329e-04",2.27
"TMEM51",-1.7758,2.5233,-6.20165083822541,"4.496e-05","1.290e-04",2.27
"ALDH8A1",-4.6992,4.859,-6.41782222387301,"3.253e-05","9.861e-05",2.27
"OAF",-1.6276,8.3509,-6.71042177668206,"2.121e-05","6.888e-05",2.26
"FBXO18",-0.5716,5.2972,-6.56835925687948,"2.607e-05","8.191e-05",2.26
"GHRL",1.6385,0.9171,6.1764748586354,"4.671e-05","1.331e-04",2.26
"ADNP2",1.0144,6.9334,6.59157401414886,"2.520e-05","7.960e-05",2.26
"WWC1",0.4201,6.7854,6.5903558557702,"2.525e-05","7.967e-05",2.26
"POLDIP3",0.3534,7.1651,6.59891565182059,"2.493e-05","7.884e-05",2.25
"NBAS",-0.7108,5.117,-6.54577019621262,"2.695e-05","8.428e-05",2.25
"FAAP100",0.6505,5.8607,6.56798435277329,"2.608e-05","8.192e-05",2.25
"FAM175A",0.5553,4.9034,6.5434280758771,"2.704e-05","8.445e-05",2.25
"MPL",-1.217,2.9222,-6.42252088793446,"3.231e-05","9.811e-05",2.25
"PCDH15",-2.0191,1.7273,-6.28519208994358,"3.965e-05","1.163e-04",2.25
"KLHL26",1.1874,2.4343,6.37952342510662,"3.444e-05","1.036e-04",2.25
"KMO",-2.4607,4.1777,-6.36045291656965,"3.543e-05","1.061e-04",2.25
"SERTM1",-0.8615,4.9867,-6.5521772462977,"2.669e-05","8.359e-05",2.24
"KIF23",-0.4498,6.8808,-6.55381170636373,"2.663e-05","8.342e-05",2.24
"ANPEP",-1.3736,7.3336,-6.61039956912699,"2.452e-05","7.779e-05",2.24
"ARID5A",1.607,4.5535,6.53938700903203,"2.720e-05","8.482e-05",2.24
"DTX2",0.5086,5.6003,6.55385316250154,"2.663e-05","8.342e-05",2.24
"MYO1A",-0.7903,3.9602,-6.37601010546022,"3.462e-05","1.041e-04",2.23
"TMEM56",-0.4736,5.587,-6.53758417985332,"2.727e-05","8.502e-05",2.23
"FEM1A",0.529,6.6542,6.56448681294651,"2.622e-05","8.231e-05",2.23
"DNER",1.8217,1.7541,6.23340608920012,"4.286e-05","1.241e-04",2.23
"RNF146",0.5294,5.3972,6.54400290841782,"2.702e-05","8.441e-05",2.22
"IPO13",-0.3953,5.5391,-6.54870694484618,"2.683e-05","8.395e-05",2.22
"IDE",-0.7295,6.1353,-6.54432079820322,"2.700e-05","8.440e-05",2.22
"CTTNBP2NL",0.4356,5.0715,6.53051119541043,"2.756e-05","8.566e-05",2.22
"NANS",0.3962,5.8329,6.54973554074154,"2.679e-05","8.386e-05",2.22
"SLC17A9",0.5193,5.6358,6.53567488960797,"2.735e-05","8.519e-05",2.21
"DALRD3",0.7676,5.0673,6.54274616527732,"2.707e-05","8.447e-05",2.21
"CNTRL",-0.7251,5.1967,-6.51662872080707,"2.812e-05","8.699e-05",2.21
"MSI2",0.3564,5.8032,6.53099651465954,"2.754e-05","8.565e-05",2.21
"LTA4H",-0.7871,7.49,-6.54079134503428,"2.714e-05","8.468e-05",2.21
"NAGA",-0.8767,6.9674,-6.59980441553569,"2.490e-05","7.877e-05",2.2
"SPATA6",-0.9086,3.816,-6.43929121024975,"3.152e-05","9.598e-05",2.2
"TMTC4",-0.8121,5.0855,-6.5304513328134,"2.756e-05","8.566e-05",2.2
"LMOD1",2.2129,1.1378,6.14506401234569,"4.899e-05","1.387e-04",2.19
"RPS19BP1",0.796,6.967,6.5576456217055,"2.648e-05","8.302e-05",2.19
"GLDC",0.4947,4.0409,6.5019343696099,"2.874e-05","8.866e-05",2.19
"UTP11",0.5232,7.5926,6.58416561737661,"2.548e-05","8.031e-05",2.19
"BROX",-0.6091,5.458,-6.51948153445207,"2.801e-05","8.675e-05",2.18
"VPS13D",-1.0112,6.8967,-6.5141697272327,"2.822e-05","8.728e-05",2.18
"GTPBP10",0.3427,7.0025,6.52736999596358,"2.768e-05","8.598e-05",2.18
"MTTPL",-2.4877,0.4744,-6.04161606173244,"5.736e-05","1.582e-04",2.17
"CDKL2",1.0185,2.3145,6.26600668404987,"4.081e-05","1.192e-04",2.17
"CEP55",0.6094,4.4657,6.49496345966138,"2.903e-05","8.941e-05",2.17
"PPM1G",0.5277,6.8264,6.50801117099818,"2.848e-05","8.797e-05",2.17
"MCAT",0.527,5.8692,6.54454046893379,"2.699e-05","8.440e-05",2.17
"SETDB1",0.4583,6.9289,6.50548738621154,"2.859e-05","8.827e-05",2.17
"SKP2",0.3407,6.8848,6.5253958563851,"2.776e-05","8.620e-05",2.17
"PPIP5K1",0.425,4.5383,6.48661579529306,"2.939e-05","9.045e-05",2.17
"APLF",0.643,4.1885,6.4857995057384,"2.943e-05","9.053e-05",2.17
"RFC4",0.4492,7.3131,6.5334521281696,"2.744e-05","8.544e-05",2.16
"TRPS1",1.6327,1.6744,6.10472015124868,"5.209e-05","1.460e-04",2.16
"CBX1",0.3601,7.3844,6.54282340039706,"2.706e-05","8.447e-05",2.16
"SCUBE1",0.9932,2.9535,6.38936650626932,"3.394e-05","1.023e-04",2.16
"FBXO8",-0.6105,3.8695,-6.45073637001488,"3.099e-05","9.457e-05",2.16
"PGGHG",-0.3818,4.9401,-6.49997206602621,"2.882e-05","8.886e-05",2.16
"VPS51",-0.4704,5.9776,-6.5179651662334,"2.807e-05","8.686e-05",2.16
"CSRNP2",0.996,5.3031,6.50927814352758,"2.843e-05","8.784e-05",2.16
"FNBP1L",-0.4822,7.694,-6.56259387887903,"2.629e-05","8.248e-05",2.16
"NKX2-1",3.8107,0.348,6.02283206882617,"5.904e-05","1.622e-04",2.15
"AKR1A1",-0.4451,7.3455,-6.50371186626819,"2.866e-05","8.847e-05",2.14
"EVL",-0.5125,7.8161,-6.57110400622957,"2.597e-05","8.164e-05",2.14
"SYNGR3",0.5254,4.2505,6.47444859990237,"2.992e-05","9.182e-05",2.14
"ASL2",-1.1856,4.6075,-6.4598407259018,"3.057e-05","9.351e-05",2.14
"NKX2-2",3.2416,0.6608,6.02795641005144,"5.858e-05","1.611e-04",2.14
"RCBTB1",-0.5173,5.6642,-6.47692089570845,"2.981e-05","9.155e-05",2.13
"LRWD1",0.5818,7.0174,6.51907703845161,"2.802e-05","8.675e-05",2.13
"ERICH1",0.6304,3.5759,6.4212782821585,"3.237e-05","9.818e-05",2.12
"BRWD3",-0.8282,5.5894,-6.46804427281766,"3.021e-05","9.259e-05",2.12
"DUSP7",-0.6509,5.3647,-6.4766785357558,"2.982e-05","9.155e-05",2.12
"VPS16",-0.834,6.9655,-6.51296680423961,"2.827e-05","8.740e-05",2.11
"PPP3CA",-0.6443,6.568,-6.52471391233915,"2.779e-05","8.625e-05",2.11
"STRBP",-0.4629,6.0152,-6.45740901746829,"3.068e-05","9.375e-05",2.11
"MOK",-1.0955,1.5773,-6.16879273151879,"4.725e-05","1.344e-04",2.1
"XRN1",-0.8503,6.019,-6.45912231568582,"3.061e-05","9.358e-05",2.1
"PIGM",0.745,5.3282,6.48927440697994,"2.928e-05","9.013e-05",2.1
"PARP9",-0.5621,4.7053,-6.45531707220495,"3.078e-05","9.397e-05",2.1
"FBP2",-1.8587,1.4222,-6.05660593001503,"5.606e-05","1.552e-04",2.09
"S1PR2",1.6532,4.3051,6.37419161091726,"3.471e-05","1.043e-04",2.09
"ABLIM1",-2.5554,3.8632,-6.28539153910159,"3.964e-05","1.163e-04",2.09
"EPHX2",-1.3077,6.0073,-6.48538395672345,"2.944e-05","9.055e-05",2.09
"KCTD20",0.7173,6.4136,6.45877770527626,"3.062e-05","9.359e-05",2.08
"MED4",0.5935,5.109,6.44912205498308,"3.106e-05","9.473e-05",2.08
"UQCRQ",-0.6101,6.5754,-6.4364490908436,"3.165e-05","9.628e-05",2.08
"PKIA",1.2111,4.9097,6.45611234103977,"3.074e-05","9.389e-05",2.08
"SOD3",-1.5886,6.6402,-6.5633458015771,"2.626e-05","8.242e-05",2.08
"LGMN",-1.1689,8.9151,-6.60055854659615,"2.487e-05","7.871e-05",2.08
"RBP5",-0.5188,5.6532,-6.4952445775519,"2.902e-05","8.941e-05",2.07
"SGPP2",-1.2918,1.9963,-6.05051650216658,"5.659e-05","1.562e-04",2.07
"BCO1",-1.0835,2.2108,-6.15458514197436,"4.828e-05","1.370e-04",2.07
"SYNC",-0.7591,3.3956,-6.29827895237583,"3.888e-05","1.145e-04",2.06
"HAPLN3",2.0567,1.4455,6.03362798779586,"5.807e-05","1.598e-04",2.06
"NPC1",-0.9794,7.7681,-6.48347243665883,"2.953e-05","9.077e-05",2.06
"ITGA3",0.5362,5.9916,6.46546409520962,"3.032e-05","9.288e-05",2.05
"OLFML3",1.2055,1.0395,6.0558746327964,"5.612e-05","1.553e-04",2.04
"NMU",5.849,0.9741,5.95507030702556,"6.554e-05","1.772e-04",2.04
"TXNDC11",0.5354,6.1701,6.43788850842797,"3.158e-05","9.611e-05",2.04
"ARFGEF1",-0.7397,7.6814,-6.44409100295263,"3.129e-05","9.540e-05",2.04
"MTHFD1",-1.3387,9.2994,-6.52130070871473,"2.793e-05","8.665e-05",2.03
"DNAJC3",-0.5423,7.5818,-6.44147445172849,"3.142e-05","9.574e-05",2.03
"PIK3C3",-0.461,5.3853,-6.40782322472692,"3.302e-05","1.000e-04",2.03
"CUX2",-0.9298,3.3816,-6.33391639460322,"3.686e-05","1.095e-04",2.03
"PPA2",-0.6227,6.704,-6.46965638642759,"3.014e-05","9.244e-05",2.03
"DIAPH3",-0.8229,4.8299,-6.40739944000801,"3.304e-05","1.000e-04",2.02
"NPTN",-0.5303,6.5535,-6.42193544717172,"3.234e-05","9.814e-05",2.02
"TFAM",0.385,7.7767,6.44968132960457,"3.104e-05","9.469e-05",2.02
"FGA",-4.5015,6.3144,-6.41394632487344,"3.272e-05","9.915e-05",2.02
"PRRC1",-0.5404,5.771,-6.42181350250836,"3.234e-05","9.814e-05",2.02
"TACC1",1.6103,1.0436,5.98911935049278,"6.218e-05","1.696e-04",2.02
"SLC7A4",1.3083,3.5091,6.23261534338052,"4.291e-05","1.242e-04",2.01
"SLC25A28",0.8252,6.206,6.41952269167125,"3.245e-05","9.840e-05",2.01
"HSD17B4",-1.163,7.3606,-6.46357866893324,"3.041e-05","9.307e-05",2.01
"SUSD3",4.022,0.3833,5.92141788663834,"6.904e-05","1.854e-04",2
"FHL3",1.7163,4.1105,6.31258651586954,"3.805e-05","1.123e-04",2
"MTFP1",0.4484,4.9551,6.39968824181686,"3.342e-05","1.010e-04",2
"MGST1",-0.9464,9.0271,-6.51971558213116,"2.800e-05","8.675e-05",1.99
"SNX20",-0.5946,3.8013,-6.34623940788399,"3.619e-05","1.079e-04",1.99
"PTRF",1.4408,2.9598,6.19775338169185,"4.523e-05","1.296e-04",1.99
"TOP2B",-0.4372,8.2131,-6.43191873560736,"3.186e-05","9.689e-05",1.99
"MFSD4A",-2.453,2.0993,-6.09684267200943,"5.272e-05","1.475e-04",1.99
"TBCCD1",0.3534,5.8688,6.39965798561228,"3.342e-05","1.010e-04",1.99
"KCNK1",-0.5356,6.1531,-6.38568842033866,"3.412e-05","1.028e-04",1.99
"ASPG",-1.479,7.5808,-6.42525300806889,"3.218e-05","9.778e-05",1.98
"ID2",-0.885,7.1385,-6.43901298854972,"3.153e-05","9.598e-05",1.98
"CAMSAP1",0.8384,6.5279,6.37993702500558,"3.442e-05","1.036e-04",1.98
"KIF2C",-0.7653,6.9035,-6.39563981917923,"3.362e-05","1.014e-04",1.98
"COL17A1",0.7588,3.1428,6.33381560871567,"3.687e-05","1.095e-04",1.98
"COL4A2",1.0183,4.4324,6.36988748423106,"3.494e-05","1.049e-04",1.97
"HSPB11",-0.9134,4.2812,-6.35758174230877,"3.558e-05","1.064e-04",1.97
"TMEM104",0.7834,6.618,6.35828735969933,"3.554e-05","1.064e-04",1.97
"AHSG",-3.2812,2.8738,-5.99852942338612,"6.129e-05","1.675e-04",1.97
"PLXNB2",-1.994,9.0916,-6.50016238025707,"2.881e-05","8.886e-05",1.97
"LAMB2",0.8865,2.7461,6.27851262418912,"4.005e-05","1.173e-04",1.97
"SOX9",-1.7497,4.1284,-6.26267445418935,"4.101e-05","1.195e-04",1.97
"BTBD3",0.4617,5.6758,6.37582635682912,"3.463e-05","1.041e-04",1.97
"RANBP3",0.404,7.0783,6.39568203843627,"3.362e-05","1.014e-04",1.97
"RNASEL",-0.711,6.2721,-6.40489998749768,"3.316e-05","1.003e-04",1.97
"TMEM123",-1.5752,9.6621,-6.52069053459154,"2.796e-05","8.667e-05",1.96
"NPY",-3.2413,0.9119,-5.89540359341349,"7.188e-05","1.919e-04",1.96
"CWF19L2",0.512,5.1675,6.36111523051986,"3.539e-05","1.060e-04",1.96
"XK",-1.009,2.1842,-6.18420542073818,"4.616e-05","1.318e-04",1.96
"ILDR2",-0.7077,5.4667,-6.36733679579585,"3.507e-05","1.052e-04",1.95
"MAP7",-1.7151,0.8079,-5.9067103779885,"7.063e-05","1.890e-04",1.95
"METRN",1.8736,1.1486,5.98101402936027,"6.296e-05","1.712e-04",1.95
"ITPKA",0.6958,5.2645,6.36643025849137,"3.512e-05","1.053e-04",1.95
"SPSB4",1.1238,3.2347,6.30095326478754,"3.872e-05","1.140e-04",1.95
"IGFBP4",1.1398,6.3726,6.4241027382414,"3.223e-05","9.791e-05",1.94
"HSDL1",-0.6029,6.2685,-6.39326564224389,"3.374e-05","1.017e-04",1.93
"AK7",1.7407,1.2017,6.00003331579514,"6.115e-05","1.673e-04",1.93
"STIM2",0.4185,6.5628,6.3711710222591,"3.487e-05","1.047e-04",1.93
"LRSAM1",-0.7897,4.4646,-6.33835181226084,"3.662e-05","1.089e-04",1.93
"DNAJA1",1.0968,6.8744,6.33250235146384,"3.694e-05","1.096e-04",1.92
"WDR37",0.4664,4.9813,6.32788116245299,"3.719e-05","1.102e-04",1.92
"MYH9",-0.6557,8.9842,-6.46135559165063,"3.051e-05","9.334e-05",1.91
"ASMTL",-0.4239,4.6225,-6.33565189290176,"3.676e-05","1.092e-04",1.91
"WASF3",1.0427,3.3929,6.21510073340745,"4.406e-05","1.269e-04",1.91
"gga-mir-7-2",2.6941,0.2424,5.85894131893571,"7.608e-05","2.006e-04",1.91
"SNORA53",-0.8217,3.3669,-6.16659699217952,"4.741e-05","1.348e-04",1.91
"MOGS",1.4102,5.5063,6.35659533945707,"3.563e-05","1.065e-04",1.91
"GNG2",1.3506,3.2722,6.14443812459832,"4.903e-05","1.388e-04",1.9
"CLN6",-0.4625,5.54,-6.36024953790183,"3.544e-05","1.061e-04",1.9
"WDSUB1",-0.4343,5.2911,-6.33356200999751,"3.688e-05","1.095e-04",1.9
